year,industry1,industry2,industry3,occupation1,job_vacancy
2002,services,transport and storage,air transport and supporting services,total,1100
2002,services,transport and storage,air transport and supporting services,"professional, managers, executive and technicians",300
2002,services,transport and storage,air transport and supporting services,"clerical, sales and services workers",700
2002,services,transport and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",200
2002,services,transport and storage,other transport and storage services,total,200
2002,services,transport and storage,other transport and storage services,"professional, managers, executive and technicians",-
2002,services,transport and storage,other transport and storage services,"clerical, sales and services workers",100
2002,services,transport and storage,other transport and storage services,"production and transport operators, cleaners and labourers",100
2002,services,hotels and restaurants,hotels,total,600
2002,services,hotels and restaurants,hotels,"professional, managers, executive and technicians",100
2002,services,hotels and restaurants,hotels,"clerical, sales and services workers",400
2002,services,hotels and restaurants,hotels,"production and transport operators, cleaners and labourers",100
2002,services,hotels and restaurants,restaurants,total,600
2002,services,hotels and restaurants,restaurants,"professional, managers, executive and technicians",-
2002,services,hotels and restaurants,restaurants,"clerical, sales and services workers",500
2002,services,hotels and restaurants,restaurants,"production and transport operators, cleaners and labourers",100
2002,services,information and communications,broadcasting and publishing,total,200
2002,services,information and communications,broadcasting and publishing,"professional, managers, executive and technicians",200
2002,services,information and communications,broadcasting and publishing,"clerical, sales and services workers",-
2002,services,information and communications,broadcasting and publishing,"production and transport operators, cleaners and labourers",-
2002,services,information and communications,telecommunications,total,100
2002,services,information and communications,telecommunications,"professional, managers, executive and technicians",100
2002,services,information and communications,telecommunications,"clerical, sales and services workers",-
2002,services,information and communications,telecommunications,"production and transport operators, cleaners and labourers",-
2002,services,information and communications,it and other information services,total,200
2002,services,information and communications,it and other information services,"professional, managers, executive and technicians",200
2002,services,information and communications,it and other information services,"clerical, sales and services workers",-
2002,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2002,services,financial services,financial institutions,total,500
2002,services,financial services,financial institutions,"professional, managers, executive and technicians",300
2002,services,financial services,financial institutions,"clerical, sales and services workers",100
2002,services,financial services,financial institutions,"production and transport operators, cleaners and labourers",-
2002,services,financial services,insurance,total,100
2002,services,financial services,insurance,"professional, managers, executive and technicians",100
2002,services,financial services,insurance,"clerical, sales and services workers",-
2002,services,financial services,insurance,"production and transport operators, cleaners and labourers",-
2002,services,real estate and leasing services,real estate and leasing services,total,400
2002,services,real estate and leasing services,real estate and leasing services,"professional, managers, executive and technicians",100
2002,services,real estate and leasing services,real estate and leasing services,"clerical, sales and services workers",100
2002,services,real estate and leasing services,real estate and leasing services,"production and transport operators, cleaners and labourers",300
2002,services,professional services,"legal, accounting and management services",total,200
2002,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",100
2002,services,professional services,"legal, accounting and management services","clerical, sales and services workers",100
2002,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2002,services,professional services,architectural and engineering services,total,100
2002,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",100
2002,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2002,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",-
2002,services,professional services,other professional services,total,100
2002,services,professional services,other professional services,"professional, managers, executive and technicians",100
2002,services,professional services,other professional services,"clerical, sales and services workers",-
2002,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2002,services,administrative and support services,administrative and support services,total,400
2002,services,administrative and support services,administrative and support services,"professional, managers, executive and technicians",100
2002,services,administrative and support services,administrative and support services,"clerical, sales and services workers",200
2002,services,administrative and support services,administrative and support services,"production and transport operators, cleaners and labourers",100
2002,services,"community, social and personal services",education,total,100
2002,services,"community, social and personal services",education,"professional, managers, executive and technicians",100
2002,services,"community, social and personal services",education,"clerical, sales and services workers",-
2002,services,"community, social and personal services",education,"production and transport operators, cleaners and labourers",-
2002,services,"community, social and personal services","health, social and community services",total,700
2002,services,"community, social and personal services","health, social and community services","professional, managers, executive and technicians",400
2002,services,"community, social and personal services","health, social and community services","clerical, sales and services workers",200
2002,services,"community, social and personal services","health, social and community services","production and transport operators, cleaners and labourers",100
2002,services,"community, social and personal services","other community, social and personal services",total,400
2002,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",100
2002,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",200
2002,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",100
2002,others,others,others,total,400
2002,others,others,others,"professional, managers, executive and technicians",200
2002,others,others,others,"clerical, sales and services workers",-
2002,others,others,others,"production and transport operators, cleaners and labourers",200
2003,total,total,total,total,12600
2003,total,total,total,"professional, managers, executive and technicians",3900
2003,total,total,total,"clerical, sales and services workers",3500
2003,total,total,total,"production and transport operators, cleaners and labourers",5200
2003,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,200
2003,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",-
2003,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",-
2003,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",100
2003,manufacturing,paper products and printing,paper products and printing,total,100
2003,manufacturing,paper products and printing,paper products and printing,"professional, managers, executive and technicians",-
2003,manufacturing,paper products and printing,paper products and printing,"clerical, sales and services workers",-
2003,manufacturing,paper products and printing,paper products and printing,"production and transport operators, cleaners and labourers",100
2003,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,200
2003,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",100
2003,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2003,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2003,manufacturing,rubber and plastic products,rubber and plastic products,total,300
2003,manufacturing,rubber and plastic products,rubber and plastic products,"professional, managers, executive and technicians",100
2003,manufacturing,rubber and plastic products,rubber and plastic products,"clerical, sales and services workers",-
2003,manufacturing,rubber and plastic products,rubber and plastic products,"production and transport operators, cleaners and labourers",200
2003,manufacturing,fabricated metal products,fabricated metal products,total,400
2003,manufacturing,fabricated metal products,fabricated metal products,"professional, managers, executive and technicians",100
2003,manufacturing,fabricated metal products,fabricated metal products,"clerical, sales and services workers",-
2003,manufacturing,fabricated metal products,fabricated metal products,"production and transport operators, cleaners and labourers",300
2003,manufacturing,machinery and equipment,machinery and equipment,total,400
2003,manufacturing,machinery and equipment,machinery and equipment,"professional, managers, executive and technicians",100
2003,manufacturing,machinery and equipment,machinery and equipment,"clerical, sales and services workers",-
2003,manufacturing,machinery and equipment,machinery and equipment,"production and transport operators, cleaners and labourers",200
2003,manufacturing,electrical products,electrical products,total,-
2003,manufacturing,electrical products,electrical products,"professional, managers, executive and technicians",-
2003,manufacturing,electrical products,electrical products,"clerical, sales and services workers",-
2003,manufacturing,electrical products,electrical products,"production and transport operators, cleaners and labourers",-
2003,manufacturing,electronic products,electronic products,total,1100
2003,manufacturing,electronic products,electronic products,"professional, managers, executive and technicians",500
2003,manufacturing,electronic products,electronic products,"clerical, sales and services workers",-
2003,manufacturing,electronic products,electronic products,"production and transport operators, cleaners and labourers",500
2003,manufacturing,medical and precision instruments,medical and precision instruments,total,100
2003,manufacturing,medical and precision instruments,medical and precision instruments,"professional, managers, executive and technicians",-
2003,manufacturing,medical and precision instruments,medical and precision instruments,"clerical, sales and services workers",-
2003,manufacturing,medical and precision instruments,medical and precision instruments,"production and transport operators, cleaners and labourers",100
2003,manufacturing,transport equipment,transport equipment,total,1000
2003,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",200
2003,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-
2003,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",800
2003,manufacturing,other manufacturing industries,other manufacturing industries,total,500
2003,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",-
2003,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-
2003,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",400
2003,construction,construction,construction,total,600
2003,construction,construction,construction,"professional, managers, executive and technicians",100
2003,construction,construction,construction,"clerical, sales and services workers",-
2003,construction,construction,construction,"production and transport operators, cleaners and labourers",400
2003,services,wholesale and retail trade,wholesale trade,total,700
2003,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",300
2003,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",200
2003,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",200
2003,services,wholesale and retail trade,retail trade,total,500
2003,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",-
2003,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",400
2003,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",-
2003,services,transport and storage,land transport and supporting services,total,200
2003,services,transport and storage,land transport and supporting services,"professional, managers, executive and technicians",-
2003,services,transport and storage,land transport and supporting services,"clerical, sales and services workers",-
2003,services,transport and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",100
2003,services,transport and storage,water transport and supporting services,total,900
2003,services,transport and storage,water transport and supporting services,"professional, managers, executive and technicians",-
2003,services,transport and storage,water transport and supporting services,"clerical, sales and services workers",-
2003,services,transport and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",800
2003,services,transport and storage,air transport and supporting services,total,700
2003,services,transport and storage,air transport and supporting services,"professional, managers, executive and technicians",100
2003,services,transport and storage,air transport and supporting services,"clerical, sales and services workers",600
2003,services,transport and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2003,services,transport and storage,other transport and storage services,total,100
2003,services,transport and storage,other transport and storage services,"professional, managers, executive and technicians",-
2003,services,transport and storage,other transport and storage services,"clerical, sales and services workers",100
2003,services,transport and storage,other transport and storage services,"production and transport operators, cleaners and labourers",-
2003,services,hotels and restaurants,hotels,total,600
2003,services,hotels and restaurants,hotels,"professional, managers, executive and technicians",100
2003,services,hotels and restaurants,hotels,"clerical, sales and services workers",400
2003,services,hotels and restaurants,hotels,"production and transport operators, cleaners and labourers",100
2003,services,hotels and restaurants,restaurants,total,500
2003,services,hotels and restaurants,restaurants,"professional, managers, executive and technicians",-
2003,services,hotels and restaurants,restaurants,"clerical, sales and services workers",400
2003,services,hotels and restaurants,restaurants,"production and transport operators, cleaners and labourers",100
2003,services,information and communications,broadcasting and publishing,total,100
2003,services,information and communications,broadcasting and publishing,"professional, managers, executive and technicians",100
2003,services,information and communications,broadcasting and publishing,"clerical, sales and services workers",-
2003,services,information and communications,broadcasting and publishing,"production and transport operators, cleaners and labourers",-
2003,services,information and communications,telecommunications,total,100
2003,services,information and communications,telecommunications,"professional, managers, executive and technicians",100
2003,services,information and communications,telecommunications,"clerical, sales and services workers",100
2003,services,information and communications,telecommunications,"production and transport operators, cleaners and labourers",-
2003,services,information and communications,it and other information services,total,300
2003,services,information and communications,it and other information services,"professional, managers, executive and technicians",300
2003,services,information and communications,it and other information services,"clerical, sales and services workers",-
2003,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2003,services,financial services,financial institutions,total,500
2003,services,financial services,financial institutions,"professional, managers, executive and technicians",400
2003,services,financial services,financial institutions,"clerical, sales and services workers",100
2003,services,financial services,financial institutions,"production and transport operators, cleaners and labourers",-
2003,services,financial services,insurance,total,100
2003,services,financial services,insurance,"professional, managers, executive and technicians",100
2003,services,financial services,insurance,"clerical, sales and services workers",-
2003,services,financial services,insurance,"production and transport operators, cleaners and labourers",-
2003,services,real estate and leasing services,real estate and leasing services,total,200
2003,services,real estate and leasing services,real estate and leasing services,"professional, managers, executive and technicians",100
2003,services,real estate and leasing services,real estate and leasing services,"clerical, sales and services workers",-
2003,services,real estate and leasing services,real estate and leasing services,"production and transport operators, cleaners and labourers",100
2003,services,professional services,"legal, accounting and management services",total,200
2003,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",100
2003,services,professional services,"legal, accounting and management services","clerical, sales and services workers",100
2003,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2003,services,professional services,architectural and engineering services,total,100
2003,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",-
2003,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2003,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",100
2003,services,professional services,other professional services,total,100
2003,services,professional services,other professional services,"professional, managers, executive and technicians",100
2003,services,professional services,other professional services,"clerical, sales and services workers",-
2003,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2003,services,administrative and support services,administrative and support services,total,400
2003,services,administrative and support services,administrative and support services,"professional, managers, executive and technicians",100
2003,services,administrative and support services,administrative and support services,"clerical, sales and services workers",200
2003,services,administrative and support services,administrative and support services,"production and transport operators, cleaners and labourers",100
2003,services,"community, social and personal services",education,total,200
2003,services,"community, social and personal services",education,"professional, managers, executive and technicians",100
2003,services,"community, social and personal services",education,"clerical, sales and services workers",100
2003,services,"community, social and personal services",education,"production and transport operators, cleaners and labourers",-
2003,services,"community, social and personal services","health, social and community services",total,600
2003,services,"community, social and personal services","health, social and community services","professional, managers, executive and technicians",300
2003,services,"community, social and personal services","health, social and community services","clerical, sales and services workers",200
2003,services,"community, social and personal services","health, social and community services","production and transport operators, cleaners and labourers",-
2003,services,"community, social and personal services","other community, social and personal services",total,400
2003,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",100
2003,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",200
2003,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",100
2003,others,others,others,total,300
2003,others,others,others,"professional, managers, executive and technicians",200
2003,others,others,others,"clerical, sales and services workers",-
2003,others,others,others,"production and transport operators, cleaners and labourers",100
2004,total,total,total,total,16500
2004,total,total,total,"professional, managers, executive and technicians",5600
2004,total,total,total,"clerical, sales and services workers",4500
2004,total,total,total,"production and transport operators, cleaners and labourers",6500
2004,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,200
2004,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",-
2004,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",100
2004,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",100
2004,manufacturing,paper products and printing,paper products and printing,total,200
2004,manufacturing,paper products and printing,paper products and printing,"professional, managers, executive and technicians",-
2004,manufacturing,paper products and printing,paper products and printing,"clerical, sales and services workers",-
2004,manufacturing,paper products and printing,paper products and printing,"production and transport operators, cleaners and labourers",100
2004,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,200
2004,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",100
2004,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2004,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2004,manufacturing,rubber and plastic products,rubber and plastic products,total,400
2004,manufacturing,rubber and plastic products,rubber and plastic products,"professional, managers, executive and technicians",100
2004,manufacturing,rubber and plastic products,rubber and plastic products,"clerical, sales and services workers",-
2004,manufacturing,rubber and plastic products,rubber and plastic products,"production and transport operators, cleaners and labourers",300
2004,manufacturing,fabricated metal products,fabricated metal products,total,400
2004,manufacturing,fabricated metal products,fabricated metal products,"professional, managers, executive and technicians",100
2004,manufacturing,fabricated metal products,fabricated metal products,"clerical, sales and services workers",-
2004,manufacturing,fabricated metal products,fabricated metal products,"production and transport operators, cleaners and labourers",400
2004,manufacturing,machinery and equipment,machinery and equipment,total,700
2004,manufacturing,machinery and equipment,machinery and equipment,"professional, managers, executive and technicians",200
2004,manufacturing,machinery and equipment,machinery and equipment,"clerical, sales and services workers",-
2004,manufacturing,machinery and equipment,machinery and equipment,"production and transport operators, cleaners and labourers",400
2004,manufacturing,electrical products,electrical products,total,-
2004,manufacturing,electrical products,electrical products,"professional, managers, executive and technicians",-
2004,manufacturing,electrical products,electrical products,"clerical, sales and services workers",-
2004,manufacturing,electrical products,electrical products,"production and transport operators, cleaners and labourers",-
2004,manufacturing,electronic products,electronic products,total,1600
2004,manufacturing,electronic products,electronic products,"professional, managers, executive and technicians",800
2004,manufacturing,electronic products,electronic products,"clerical, sales and services workers",100
2004,manufacturing,electronic products,electronic products,"production and transport operators, cleaners and labourers",800
2004,manufacturing,medical and precision instruments,medical and precision instruments,total,200
2004,manufacturing,medical and precision instruments,medical and precision instruments,"professional, managers, executive and technicians",100
2004,manufacturing,medical and precision instruments,medical and precision instruments,"clerical, sales and services workers",-
2004,manufacturing,medical and precision instruments,medical and precision instruments,"production and transport operators, cleaners and labourers",100
2004,manufacturing,transport equipment,transport equipment,total,1100
2004,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",200
2004,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-
2004,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",800
2004,manufacturing,other manufacturing industries,other manufacturing industries,total,300
2004,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",-
2004,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-
2004,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",300
2004,construction,construction,construction,total,600
2004,construction,construction,construction,"professional, managers, executive and technicians",200
2004,construction,construction,construction,"clerical, sales and services workers",-
2004,construction,construction,construction,"production and transport operators, cleaners and labourers",400
2004,services,wholesale and retail trade,wholesale trade,total,1000
2004,services,wholesale and retail trade,wholesale trade,"professional, managers, executive and technicians",500
2004,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",400
2004,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",200
2004,services,wholesale and retail trade,retail trade,total,700
2004,services,wholesale and retail trade,retail trade,"professional, managers, executive and technicians",-
2004,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",600
2004,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",100
2004,services,transport and storage,land transport and supporting services,total,100
2004,services,transport and storage,land transport and supporting services,"professional, managers, executive and technicians",-
2004,services,transport and storage,land transport and supporting services,"clerical, sales and services workers",-
2004,services,transport and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",100
2004,services,transport and storage,water transport and supporting services,total,1000
2004,services,transport and storage,water transport and supporting services,"professional, managers, executive and technicians",100
2004,services,transport and storage,water transport and supporting services,"clerical, sales and services workers",-
2004,services,transport and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",900
2004,services,transport and storage,air transport and supporting services,total,800
2004,services,transport and storage,air transport and supporting services,"professional, managers, executive and technicians",200
2004,services,transport and storage,air transport and supporting services,"clerical, sales and services workers",600
2004,services,transport and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2004,services,transport and storage,other transport and storage services,total,200
2004,services,transport and storage,other transport and storage services,"professional, managers, executive and technicians",100
2004,services,transport and storage,other transport and storage services,"clerical, sales and services workers",100
2004,services,transport and storage,other transport and storage services,"production and transport operators, cleaners and labourers",100
2004,services,hotels and restaurants,hotels,total,600
2004,services,hotels and restaurants,hotels,"professional, managers, executive and technicians",100
2004,services,hotels and restaurants,hotels,"clerical, sales and services workers",400
2004,services,hotels and restaurants,hotels,"production and transport operators, cleaners and labourers",100
2004,services,hotels and restaurants,restaurants,total,1000
2004,services,hotels and restaurants,restaurants,"professional, managers, executive and technicians",100
2004,services,hotels and restaurants,restaurants,"clerical, sales and services workers",400
2004,services,hotels and restaurants,restaurants,"production and transport operators, cleaners and labourers",500
2004,services,information and communications,broadcasting and publishing,total,100
2004,services,information and communications,broadcasting and publishing,"professional, managers, executive and technicians",100
2004,services,information and communications,broadcasting and publishing,"clerical, sales and services workers",-
2004,services,information and communications,broadcasting and publishing,"production and transport operators, cleaners and labourers",-
2004,services,information and communications,telecommunications,total,200
2004,services,information and communications,telecommunications,"professional, managers, executive and technicians",100
2004,services,information and communications,telecommunications,"clerical, sales and services workers",100
2004,services,information and communications,telecommunications,"production and transport operators, cleaners and labourers",-
2004,services,information and communications,it and other information services,total,400
2004,services,information and communications,it and other information services,"professional, managers, executive and technicians",300
2004,services,information and communications,it and other information services,"clerical, sales and services workers",-
2004,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2004,services,financial services,financial institutions,total,800
2004,services,financial services,financial institutions,"professional, managers, executive and technicians",600
2004,services,financial services,financial institutions,"clerical, sales and services workers",100
2004,services,financial services,financial institutions,"production and transport operators, cleaners and labourers",-
2004,services,financial services,insurance,total,100
2004,services,financial services,insurance,"professional, managers, executive and technicians",100
2004,services,financial services,insurance,"clerical, sales and services workers",-
2004,services,financial services,insurance,"production and transport operators, cleaners and labourers",-
2004,services,real estate and leasing services,real estate and leasing services,total,400
2004,services,real estate and leasing services,real estate and leasing services,"professional, managers, executive and technicians",100
2004,services,real estate and leasing services,real estate and leasing services,"clerical, sales and services workers",100
2004,services,real estate and leasing services,real estate and leasing services,"production and transport operators, cleaners and labourers",200
2004,services,professional services,"legal, accounting and management services",total,400
2004,services,professional services,"legal, accounting and management services","professional, managers, executive and technicians",300
2004,services,professional services,"legal, accounting and management services","clerical, sales and services workers",100
2004,services,professional services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
2004,services,professional services,architectural and engineering services,total,100
2004,services,professional services,architectural and engineering services,"professional, managers, executive and technicians",100
2004,services,professional services,architectural and engineering services,"clerical, sales and services workers",-
2004,services,professional services,architectural and engineering services,"production and transport operators, cleaners and labourers",-
2004,services,professional services,other professional services,total,300
2004,services,professional services,other professional services,"professional, managers, executive and technicians",200
2004,services,professional services,other professional services,"clerical, sales and services workers",100
2004,services,professional services,other professional services,"production and transport operators, cleaners and labourers",-
2004,services,administrative and support services,administrative and support services,total,600
2004,services,administrative and support services,administrative and support services,"professional, managers, executive and technicians",100
2004,services,administrative and support services,administrative and support services,"clerical, sales and services workers",400
2004,services,administrative and support services,administrative and support services,"production and transport operators, cleaners and labourers",100
2004,services,"community, social and personal services",education,total,200
2004,services,"community, social and personal services",education,"professional, managers, executive and technicians",100
2004,services,"community, social and personal services",education,"clerical, sales and services workers",100
2004,services,"community, social and personal services",education,"production and transport operators, cleaners and labourers",-
2004,services,"community, social and personal services","health, social and community services",total,600
2004,services,"community, social and personal services","health, social and community services","professional, managers, executive and technicians",300
2004,services,"community, social and personal services","health, social and community services","clerical, sales and services workers",200
2004,services,"community, social and personal services","health, social and community services","production and transport operators, cleaners and labourers",100
2004,services,"community, social and personal services","other community, social and personal services",total,600
2004,services,"community, social and personal services","other community, social and personal services","professional, managers, executive and technicians",200
2004,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",300
2004,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",100
2004,others,others,others,total,300
2004,others,others,others,"professional, managers, executive and technicians",100
2004,others,others,others,"clerical, sales and services workers",-
2004,others,others,others,"production and transport operators, cleaners and labourers",100
2005,total,total,total,total,19200
2005,total,total,total,"professional, managers, executive and technicians",7200
2005,total,total,total,"clerical, sales and services workers",5500
2005,total,total,total,"production and transport operators, cleaners and labourers",6400
2005,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,200
2005,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professional, managers, executive and technicians",-
2005,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",-
2005,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",100
2005,manufacturing,paper products and printing,paper products and printing,total,200
2005,manufacturing,paper products and printing,paper products and printing,"professional, managers, executive and technicians",-
2005,manufacturing,paper products and printing,paper products and printing,"clerical, sales and services workers",-
2005,manufacturing,paper products and printing,paper products and printing,"production and transport operators, cleaners and labourers",100
2005,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,200
2005,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professional, managers, executive and technicians",100
2005,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",-
2005,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",100
2005,manufacturing,rubber and plastic products,rubber and plastic products,total,300
2005,manufacturing,rubber and plastic products,rubber and plastic products,"professional, managers, executive and technicians",100
2005,manufacturing,rubber and plastic products,rubber and plastic products,"clerical, sales and services workers",-
2005,manufacturing,rubber and plastic products,rubber and plastic products,"production and transport operators, cleaners and labourers",200
2005,manufacturing,fabricated metal products,fabricated metal products,total,500
2005,manufacturing,fabricated metal products,fabricated metal products,"professional, managers, executive and technicians",100
2005,manufacturing,fabricated metal products,fabricated metal products,"clerical, sales and services workers",-
2005,manufacturing,fabricated metal products,fabricated metal products,"production and transport operators, cleaners and labourers",300
2005,manufacturing,machinery and equipment,machinery and equipment,total,800
2005,manufacturing,machinery and equipment,machinery and equipment,"professional, managers, executive and technicians",300
2005,manufacturing,machinery and equipment,machinery and equipment,"clerical, sales and services workers",100
2005,manufacturing,machinery and equipment,machinery and equipment,"production and transport operators, cleaners and labourers",400
2005,manufacturing,electrical products,electrical products,total,100
2005,manufacturing,electrical products,electrical products,"professional, managers, executive and technicians",-
2005,manufacturing,electrical products,electrical products,"clerical, sales and services workers",-
2005,manufacturing,electrical products,electrical products,"production and transport operators, cleaners and labourers",-
2005,manufacturing,electronic products,electronic products,total,2200
2005,manufacturing,electronic products,electronic products,"professional, managers, executive and technicians",1400
2005,manufacturing,electronic products,electronic products,"clerical, sales and services workers",100
2005,manufacturing,electronic products,electronic products,"production and transport operators, cleaners and labourers",800
2005,manufacturing,medical and precision instruments,medical and precision instruments,total,200
2005,manufacturing,medical and precision instruments,medical and precision instruments,"professional, managers, executive and technicians",100
2005,manufacturing,medical and precision instruments,medical and precision instruments,"clerical, sales and services workers",-
2005,manufacturing,medical and precision instruments,medical and precision instruments,"production and transport operators, cleaners and labourers",100
2005,manufacturing,transport equipment,transport equipment,total,1500
2005,manufacturing,transport equipment,transport equipment,"professional, managers, executive and technicians",400
2005,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",100
2005,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",1000
2005,manufacturing,other manufacturing industries,other manufacturing industries,total,200
2005,manufacturing,other manufacturing industries,other manufacturing industries,"professional, managers, executive and technicians",-
2005,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",-
2005,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",200
